"Project","Provider","CLIN","Effort","Activity","Control Account","ECP/REA","Change Code","Swbs","Group","SOC","Owning Org","Resource","Planning Unit","Sequence","FM","Work Order","Item","Op","Scope","Task","Progress","BAC","Estimate","BCWP to BAC","BCWP to Est","ACWP","ETC","Target","Provider Target","Provider ACWP","EAC","CPI BAC","CPI Est","Baseline Start","Baseline Finish","Forecast Start","Forecast Finish"
"346","1","617","TI-1        ","   ","","TI-1      ","    ","830","8","98","520","520","900","TI-1  ","0","946985","    L5200-000001","10","TI-1 ELECTRICAL PLANT WORKING ","1521","70","85.00","85.00","59.50","59.50","83.08","70.00","0.00","0.00","0.00","153.08","0.72","0.72","","","",""
"346","1","617","TI-1        ","   ","","TI-1      ","    ","830","8","20","520","520","900","TI-1  ","0","946984","    L5200-990000","830","BUDGET DEPT 520 CLIN 0617 TI-1","1599","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"","","","TI-1         Total","","","","","","","","","","","","","","","","","","","85.00","85.00","59.50","59.50","83.08","70.00","0.00","0.00","0.00","153.08","","","","","",""
"346","1","617","TI-1.1      ","1","                                        ","TI-1.1    ","    ","320","3","8","TST","600","900","900","0","","    L6000-TI1100","320","BUDGET MFG CLIN 0617 TI-1.1   ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"346","1","617","TI-1.1      ","1","                                        ","TI-1.1    ","    ","320","3","8","TST","626","S    ","S00   ","150","299352","    S0000-320001","10","UPS TESTING SHIPWIDE          ","64","0","72.00","72.00","0.00","0.00","36.70","72.00","0.00","0.00","0.00","108.70","0.00","0.00","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"346","1","617","TI-1.1      ","   ","","TI-1.1    ","    ","830","8","98","520","520","900","TI-1.1","0","947279","    L5200-000002","10","TI-1.1 UPS TST ELEC ENG SUPT  ","1521","100","8.00","8.00","8.00","8.00","10.55","0.00","0.00","0.00","0.00","10.55","0.76","0.76","","","",""
"346","1","617","TI-1.1      ","   ","","TI-1.1    ","    ","830","8","20","520","520","900","TI-1.1","0","947280","    L5200-990001","830","BUDGET CLIN 0617 TI-1.1       ","1599","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"346","1","617","TI-1.1      ","   ","","TI-1.1    ","    ","897","9","98","620","620","900","TI-1.1","0","947278","    L6200-000001","10","TI-1.1 UPS TST ELCT MFG SUPT  ","6000","0","16.00","16.00","0.00","0.00","0.00","16.00","0.00","0.00","0.00","16.00","","","","","",""
"346","1","617","TI-1.1      ","   ","","TI-1.1    ","    ","897","9","20","620","620","900","TI-1  ","0","947277","    L6200-990000","897","BUDGET DEPT 620 CLIN 0617 TI-1","6998","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"","","","TI-1.1       Total","","","","","","","","","","","","","","","","","","","96.00","96.00","8.00","8.00","47.25","88.00","0.00","0.00","0.00","135.25","","","","","",""
"346","1","617","TI-1.2      ","   ","","TI-1.2    ","    ","830","8","14","520","520","900","TI-1.2","0","947281","    L5200-000003","10","TI-1.2 WORKING GROUP MEETINGS ","1521","0","25.00","25.00","0.00","0.00","0.00","25.00","0.00","0.00","0.00","25.00","","","","","",""
"346","1","617","TI-1.2      ","   ","","TI-1.2    ","    ","830","8","20","520","520","900","TI-1.2","0","","    L5200-990002","830","BUDGET CLIN 0617 TI-1.2       ","1599","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"","","","TI-1.2       Total","","","","","","","","","","","","","","","","","","","25.00","25.00","0.00","0.00","0.00","25.00","0.00","0.00","0.00","25.00","","","","","",""
"","","","Grand Total","","","","","","","","","","","","","","","","","","","387.00","387.00","135.00","135.00","260.66","341.00","0.00","0.00","0.00","601.66","0.518","0.518","","","",""
