"Project","Provider","CLIN","Effort","Activity","Control Account","ECP/REA","Change Code","Swbs","Group","SOC","Owning Org","Resource","Planning Unit","Sequence","FM","Work Order","Item","Op","Scope","Task","Progress","BAC","Estimate","BCWP to BAC","BCWP to Est","ACWP","ETC","Target","Provider Target","Provider ACWP","EAC","CPI BAC","CPI Est","Baseline Start","Baseline Finish","Forecast Start","Forecast Finish"
"331","1","DAMP LCS 11 ","DAMP11-5.1  ","1","                                        ","DAMP11-5.1","    ","897","8","98","515","515","900","900","0","946956","    L6110-000001","10","LCS11 DAMPENER PMO SUPPORT    ","1570","100","52.00","52.00","52.00","52.00","35.11","0.00","0.00","0.00","0.00","35.11","1.48","1.48","5/15/2017","6/2/2017","5/15/2017","6/2/2017"
"331","1","DAMP LCS 11 ","DAMP11-5.1  ","1","                                        ","DAMP11-5.1","    ","897","8","20","515","515","900","900","0","946763","    L6110-990000","897","BUDGET PMO CLIN DAMP LCS 11   ","1598","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","5/15/2017","6/2/2017","5/15/2017","6/2/2017"
"331","1","DAMP LCS 11 ","DAMP11-5.1  ","1","                                        ","DAMP11-5.1","    ","897","9","98","620","620","900","900","0","946960","    L6200-000001","10","LCS11 DAMP - MFG SUPERVISION  ","1570","100","475.00","475.00","475.00","475.00","0.00","0.00","0.00","0.00","0.00","0.00","","","5/15/2017","6/2/2017","5/15/2017","6/2/2017"
"331","1","DAMP LCS 11 ","DAMP11-5.1  ","1","                                        ","DAMP11-5.1","    ","897","9","20","620","620","900","900","0","946764","    L6200-990000","897","BUDGET MFG SPV CLIN DAMP LCS11","6998","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","5/15/2017","6/2/2017","5/15/2017","6/2/2017"
"331","1","DAMP LCS 11 ","DAMP11-5.1  ","1","                                        ","DAMP11-5.1","    ","813","8","98","350","350","900","900","0","946962","    L6500-000001","10","LCS11 DAMP - PP&C SUPPORT     ","1570","0","1.00","1.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","1.00","","","5/15/2017","6/2/2017","5/15/2017","6/2/2017"
"331","1","DAMP LCS 11 ","DAMP11-5.1  ","1","                                        ","DAMP11-5.1","    ","813","8","20","350","350","900","900","0","946765","    L6500-990000","813","BUDGET PLANNNG CLIN DAMP LCS11","3099","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","5/15/2017","6/2/2017","5/15/2017","6/2/2017"
"","","","DAMP11-5.1   Total","","","","","","","","","","","","","","","","","","","528.00","528.00","527.00","527.00","35.11","1.00","0.00","0.00","0.00","36.11","","","","","",""
"331","1","DAMP LCS 11 ","DAMP11-5.2  ","1","                                        ","DAMP11-5.2","    ","986","9","98","646","646","S    ","S00   ","113","292373","    S0000-986002","10","DAMP11 5/2 LOCK OUT TAG OUT   ","56","100","40.00","40.00","40.00","40.00","14.00","0.00","0.00","0.00","0.00","14.00","2.86","2.86","5/15/2017","6/2/2017","5/15/2017","6/2/2017"
"","","","DAMP11-5.2   Total","","","","","","","","","","","","","","","","","","","40.00","40.00","40.00","40.00","14.00","0.00","0.00","0.00","0.00","14.00","","","","","",""
"331","1","DAMP LCS 11 ","DAMP11-5.3  ","1","                                        ","DAMP11-5.3","    ","986","9","98","546","546","900","900","0","946957","    L5460-000001","10","LCS11 DAMP - QA SUPPORT       ","1570","35","49.00","49.00","17.25","17.25","366.58","92.00","0.00","0.00","0.00","458.58","0.05","0.05","5/15/2017","6/2/2017","5/15/2017","6/2/2017"
