"Project","Provider","CLIN","Effort","Activity","Control Account","ECP/REA","Change Code","Swbs","Group","SOC","Owning Org","Resource","Planning Unit","Sequence","FM","Work Order","Item","Op","Scope","Task","Progress","BAC","Estimate","BCWP to BAC","BCWP to Est","ACWP","ETC","Target","Provider Target","Provider ACWP","EAC","CPI BAC","CPI Est","Baseline Start","Baseline Finish","Forecast Start","Forecast Finish"
"363","1","109","AWI-0017A   ","1","                                        ","AWI-0017A ","    ","992","9","98","600","621","900","900","46","293051","    L0900-992003","10","AWI-0017A TEMP SERVICES       ","20","0","140.00","140.00","0.00","0.00","0.00","140.00","0.00","0.00","0.00","140.00","","","4/6/2017","12/22/2017","4/6/2017","12/22/2017"
"363","1","109","AWI-0017A   ","1","                                        ","AWI-0017A ","    ","992","9","20","600","600","900","900","0","","    L6000-AWI017","992","BUDGET CLIN 0109 AWI-0017A    ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","4/6/2017","12/22/2017","4/6/2017","12/22/2017"
"","","","AWI-0017A    Total","","","","","","","","","","","","","","","","","","","140.00","140.00","0.00","0.00","0.00","140.00","0.00","0.00","0.00","140.00","","","","","",""
"363","1","109","AWI-0026    ","1","                                        ","AWI-0026  ","    ","992","9","98","600","621","900","900","46","293073","    L0900-992004","10","AWI-0026 LOGISTICS SUPPORT    ","20","0","140.00","140.00","0.00","0.00","0.00","140.00","0.00","0.00","0.00","140.00","","","4/6/2017","12/22/2017","4/6/2017","12/22/2017"
"363","1","109","AWI-0026    ","1","                                        ","AWI-0026  ","    ","992","9","20","600","600","900","900","0","","    L6000-AWI026","992","BUDGET CLIN 0109 AWI-0026     ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","4/6/2017","12/22/2017","4/6/2017","12/22/2017"
"","","","AWI-0026     Total","","","","","","","","","","","","","","","","","","","140.00","140.00","0.00","0.00","0.00","140.00","0.00","0.00","0.00","140.00","","","","","",""
"363","1","109","AWI-3200    ","1","                                        ","AWI-3200  ","    ","180","1","98","621","621","900","900","46","293080","    L1900-180001","10","AWI-3200 INSTL VMS DISPLAYS   ","52","50","225.00","225.00","112.50","112.50","245.42","180.00","0.00","0.00","0.00","425.42","0.46","0.46","4/6/2017","12/22/2017","4/6/2017","12/22/2017"
"363","1","109","AWI-3200    ","1","                                        ","AWI-3200  ","    ","180","1","20","621","621","900","900","0","","    L6000-AWI320","180","BUDGET CLIN 0109 AWI-3200     ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","4/6/2017","12/22/2017","4/6/2017","12/22/2017"
"","","","AWI-3200     Total","","","","","","","","","","","","","","","","","","","225.00","225.00","112.50","112.50","245.42","180.00","0.00","0.00","0.00","425.42","","","","","",""
"363","1","109","AWI-3230    ","1","                                        ","AWI-3230  ","    ","992","9","98","600","621","900","900","46","293076","    L0900-992005","10","AWI-3230 INSTL TEMP FENDER SYS","20","100","310.00","310.00","310.00","310.00","358.08","0.00","0.00","0.00","0.00","358.08","0.87","0.87","4/6/2017","12/22/2017","4/6/2017","12/22/2017"
"363","1","109","AWI-3230    ","1","                                        ","AWI-3230  ","    ","992","9","20","600","600","900","900","0","","    L6000-AWI323","992","BUDGET CLIN 0109 AWI-3230     ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","4/6/2017","12/22/2017","4/6/2017","12/22/2017"
"","","","AWI-3230     Total","","","","","","","","","","","","","","","","","","","310.00","310.00","310.00","310.00","358.08","0.00","0.00","0.00","0.00","358.08","","","","","",""
"363","1","109","AWI-3238    ","1","                                        ","AWI-3238  ","    ","602","6","98","625","625","900","900","46","293059","    L5900-602004","10","AWI-3238 AMZ PLACARDS DECK    ","55","100","30.00","30.00","30.00","30.00","27.00","0.00","0.00","0.00","0.00","27.00","1.11","1.11","4/6/2017","12/22/2017","4/6/2017","12/22/2017"
"363","1","109","AWI-3238    ","1","                                        ","AWI-3238  ","    ","602","6","98","625","625","900","900","0","","    L6000-AWI328","602","BUDGET CLIN 0109 AWI-3238     ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","4/6/2017","12/22/2017","4/6/2017","12/22/2017"
