"Project","Provider","CLIN","Effort","Activity","ECP/REA","Swbs","Group","SOC","Owning Org","Resource","Planning Unit","Sequence","FM","Work Order","Item","Op","Scope","Task","Progress","BAC","Estimate","BCWP to BAC","BCWP to Est","ACWP","ETC","Target","Provider Target","Provider ACWP","EAC","CPI BAC","CPI Est","Baseline Start","Baseline Finish","Forecast Start","Forecast Finish","Parent - Operation","Previous ACWP","Previous Provider ACWP","Previous ETC","Previous EAC","EAC Growth"
"479","1","            ","            ","QEU","          ","992","9","11","600","621","S    ","S00   ","111","287193","    S0000-992096","10","2017-LOE MOD TRANSFER SUPPORT ","20","15.66","1885.00","1885.00","295.19","295.19","314.13","1597.00","0.00","0.00","0.00","1911.13","0.940 ","0.940 ","1/3/2017","12/22/2017","1/3/2017","12/22/2017","    S0000-992096-10","186","0","1633.00","1819.00","92.13"
"479","1","            ","            ","QBF","          ","992","9","11","600","621","S    ","S00   ","111","286950","    S0000-992072","10","2017-LOE TEMP SERVICE         ","20","13.45","7501.00","4025.00","1008.88","541.36","720.32","3256.00","0.00","0.00","0.00","3976.32","1.401 ","0.752 ","1/3/2017","12/22/2017","1/3/2017","12/22/2017","    S0000-992072-10","513.2","0","3330.00","3843.20","133.12"
"479","1","            ","            ","QBB","          ","992","9","11","600","621","S    ","S00   ","111","281338","    S0000-992070","10","2016-LOE TEMP SERVICE         ","20","100","3773.00","3773.00","3773.00","3773.00","930.52","0.00","0.00","0.00","0.00","930.52","4.055 ","4.055 ","6/27/2016","12/23/2016","6/27/2016","12/23/2016","    S0000-992070-10","930.52","0","0.00","930.52","0.00"
"479","1","            ","            ","QEP","          ","992","9","11","600","621","S    ","S00   ","111","281503","    S0000-992076","10","2016-LOE MODULE TRANSPORT     ","20","100","2377.00","2377.00","2377.00","2377.00","222.00","0.00","0.00","0.00","0.00","222.00","10.707 ","10.707 ","6/27/2016","12/23/2016","6/27/2016","12/23/2016","    S0000-992076-10","222","0","0.00","222.00","0.00"
"479","1","            ","            ","QBB","          ","992","9","11","600","621","S    ","S00   ","94","281340","    S0000-992071","10","2016-LOE MAINT TEMP SERVICE   ","20","100","1037.00","1037.00","1037.00","1037.00","8.00","0.00","0.00","0.00","0.00","8.00","129.625 ","129.625 ","6/27/2016","12/23/2016","6/27/2016","12/23/2016","    S0000-992071-10","8","0","0.00","8.00","0.00"
"479","1","            ","            ","888","          ","0","0","20","600","600","S    ","S00   ","0","","    L6000-000000","600","BUDGET FOR MFG                ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753","    L6000-000000-600","0","0","0.00","0.00","0.00"
"479","1","            ","            ","888","          ","0","9","8","600","600","S    ","S00   ","0","","    L6000-000J31","600","BUDGET FOR MFG                ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753","    L6000-000J31-600","0","0","0.00","0.00","0.00"
"479","1","            ","            ","LSF","          ","0","9","8","600","600","S    ","S00   ","0","","    L6000-000LSF","600","BUDGET FOR MFG                ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","4/13/2018","5/10/2018","5/4/2018","6/7/2018","    L6000-000LSF-600","0","0","0.00","0.00","0.00"
"479","1","            ","            ","QBB","          ","0","9","11","600","600","S    ","S00   ","0","","    L6000-000QBB","600","BUDGET FOR MFG                ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","6/27/2016","12/23/2016","6/27/2016","12/23/2016","    L6000-000QBB-600","0","0","0.00","0.00","0.00"
"479","1","            ","            ","QBF","          ","0","9","11","600","600","S    ","S00   ","0","","    L6000-000QBF","600","BUDGET FOR MFG                ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","1/3/2017","12/22/2017","1/3/2017","12/22/2017","    L6000-000QBF-600","0","0","0.00","0.00","0.00"
"479","1","            ","            ","QBK","          ","0","9","11","600","600","S    ","S00   ","0","","    L6000-000QBK","600","BUDGET FOR MFG                ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","1/2/2018","12/21/2018","1/2/2018","12/21/2018","    L6000-000QBK-600","0","0","0.00","0.00","0.00"
"479","1","            ","            ","QCG","          ","0","9","11","600","600","S    ","S00   ","0","","    L6000-000QCG","600","BUDGET FOR MFG                ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","10/3/2016","12/23/2016","10/3/2016","12/23/2016","    L6000-000QCG-600","0","0","0.00","0.00","0.00"
"479","1","            ","            ","QCK","          ","0","9","11","600","600","S    ","S00   ","0","","    L6000-000QCK","600","BUDGET FOR MFG                ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","1/3/2017","12/22/2017","1/3/2017","12/22/2017","    L6000-000QCK-600","0","0","0.00","0.00","0.00"
"479","1","            ","            ","QCN","          ","0","9","11","600","600","S    ","S00   ","0","","    L6000-000QCN","600","BUDGET FOR MFG                ","83","0","13927.00","13927.00","0.00","0.00","0.00","13927.00","0.00","0.00","0.00","13927.00","","","1/2/2019","1/3/2019","1/2/2019","6/11/2019","    L6000-000QCN-600","0","0","13927.00","13927.00","0.00"
"479","1","            ","            ","QCP","          ","0","9","11","600","600","S    ","S00   ","0","","    L6000-000QCP","600","BUDGET FOR MFG                ","83","0","26982.00","26982.00","0.00","0.00","0.00","26982.00","0.00","0.00","0.00","26982.00","","","1/2/2018","12/21/2018","1/2/2018","12/21/2018","    L6000-000QCP-600","0","0","26982.00","26982.00","0.00"
"479","1","            ","            ","QDK","          ","0","9","11","600","600","S    ","S00   ","0","","    L6000-000QDK","600","BUDGET FOR MFG                ","83","0","2339.00","2339.00","0.00","0.00","0.00","2339.00","0.00","0.00","0.00","2339.00","","","1/2/2019","1/3/2019","1/2/2019","6/11/2019","    L6000-000QDK-600","0","0","2339.00","2339.00","0.00"
"479","1","            ","            ","QEP","          ","0","9","11","600","600","S    ","S00   ","0","","    L6000-000QEP","600","BUDGET FOR MFG                ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","6/27/2016","12/23/2016","6/27/2016","12/23/2016","    L6000-000QEP-600","0","0","0.00","0.00","0.00"
"479","1","            ","            ","QEQ","          ","0","9","11","600","600","S    ","S00   ","0","","    L6000-000QEQ","600","BUDGET FOR MFG                ","83","0","5431.00","5431.00","0.00","0.00","0.00","5431.00","0.00","0.00","0.00","5431.00","","","1/2/2019","1/3/2019","1/2/2019","6/11/2019","    L6000-000QEQ-600","0","0","5431.00","5431.00","0.00"
"479","1","            ","            ","QEU","          ","0","9","11","600","600","S    ","S00   ","0","","    L6000-000QEU","600","BUDGET FOR MFG                ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","1/3/2017","12/22/2017","1/3/2017","12/22/2017","    L6000-000QEU-600","0","0","0.00","0.00","0.00"
"479","1","            ","            ","888","          ","0","5","11","600","600","S    ","S00   ","0","","    L6000-000QEX","600","BUDGET FOR MFG                ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753","    L6000-000QEX-600","0","0","0.00","0.00","0.00"
"479","1","            ","            ","QFB","          ","0","5","11","600","600","S    ","S00   ","0","","    L6000-000QFB","600","BUDGET FOR MFG                ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","1/3/2017","12/22/2017","1/3/2017","12/22/2017","    L6000-000QFB-600","0","0","0.00","0.00","0.00"
"479","1","            ","            ","QFF","          ","0","5","11","600","600","S    ","S00   ","0","","    L6000-000QFF","600","BUDGET FOR MFG                ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","1/2/2018","12/21/2018","1/2/2018","12/21/2018","    L6000-000QFF-600","0","0","0.00","0.00","0.00"
"479","1","            ","            ","888","          ","0","6","11","600","600","S    ","S00   ","0","","    L6000-000QFH","600","BUDGET FOR MFG                ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753","    L6000-000QFH-600","0","0","0.00","0.00","0.00"
"479","1","            ","            ","QFM","          ","0","6","11","600","600","S    ","S00   ","0","","    L6000-000QFM","600","BUDGET FOR MFG                ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","1/3/2017","12/22/2017","1/3/2017","12/22/2017","    L6000-000QFM-600","0","0","0.00","0.00","0.00"
"479","1","            ","            ","QFQ","          ","0","5","11","600","600","S    ","S00   ","0","","    L6000-000QFQ","600","BUDGET FOR MFG                ","83","0","100.00","100.00","0.00","0.00","0.00","100.00","0.00","0.00","0.00","100.00","","","1/2/2019","1/3/2019","1/2/2019","6/11/2019","    L6000-000QFQ-600","0","0","100.00","100.00","0.00"
"479","1","            ","            ","QFR","          ","0","6","11","600","600","S    ","S00   ","0","","    L6000-000QFR","600","BUDGET FOR MFG                ","83","0","1607.00","1607.00","0.00","0.00","0.00","1607.00","0.00","0.00","0.00","1607.00","","","1/2/2018","12/21/2018","1/2/2018","12/21/2018","    L6000-000QFR-600","0","0","1607.00","1607.00","0.00"
"479","1","            ","            ","QFX","          ","0","6","11","600","600","S    ","S00   ","0","","    L6000-000QFX","600","BUDGET FOR MFG                ","83","0","500.00","500.00","0.00","0.00","0.00","500.00","0.00","0.00","0.00","500.00","","","1/2/2019","1/3/2019","1/2/2019","6/11/2019","    L6000-000QFX-600","0","0","500.00","500.00","0.00"
"479","1","            ","            ","QGA","          ","0","9","11","600","600","S    ","S00   ","0","","    L6000-000QGA","600","BUDGET FOR MFG                ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","10/3/2016","12/23/2016","10/3/2016","12/23/2016","    L6000-000QGA-600","0","0","0.00","0.00","0.00"
"479","1","            ","            ","QGC","          ","0","9","11","600","600","S    ","S00   ","0","","    L6000-000QGC","600","BUDGET FOR MFG                ","83","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","1/3/2017","12/22/2017","1/3/2017","12/22/2017","    L6000-000QGC-600","0","0","0.00","0.00","0.00"
"479","1","            ","            ","QGG","          ","0","9","11","600","600","S    ","S00   ","0","","    L6000-000QGG","600","BUDGET FOR MFG                ","83","0","10687.00","10687.00","0.00","0.00","0.00","10687.00","0.00","0.00","0.00","10687.00","","","1/2/2018","12/21/2018","1/2/2018","6/11/2019","    L6000-000QGG-600","0","0","10687.00","10687.00","0.00"
"479","1","            ","            ","888","          ","512","5","11","600","647","S    ","S00   ","60","","    S0000-512022","10","2016-LOE HVAC VENDOR SUPPORT  ","35","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753","    S0000-512022-10","0","0","0.00","0.00","0.00"
"479","1","            ","            ","QFB","          ","512","5","11","600","647","S    ","S00   ","60","287114","    S0000-512023","10","2017-LOE HVAC VENDOR SUPPORT  ","35","15.66","454.00","454.00","71.10","71.10","0.00","454.00","0.00","0.00","0.00","454.00","","","1/3/2017","12/22/2017","1/3/2017","12/22/2017","    S0000-512023-10","0","0","454.00","454.00","0.00"
"479","1","            ","            ","QFF","          ","512","5","11","600","647","S    ","S00   ","60","","    S0000-512024","10","2018-LOE HVAC VENDOR SUPPORT  ","35","0","204.00","204.00","0.00","0.00","0.00","204.00","0.00","0.00","0.00","204.00","","","1/2/2018","12/21/2018","1/2/2018","12/21/2018","    S0000-512024-10","0","0","204.00","204.00","0.00"
"479","1","            ","            ","QFM","          ","600","6","11","600","625","S    ","S00   ","27","288159","    S0000-600024","10","2017-LOE SW USJ/RBE VND SUPT  ","43","15.66","1664.00","1664.00","260.58","260.58","0.00","1664.00","0.00","0.00","0.00","1664.00","","","1/3/2017","12/22/2017","1/3/2017","12/22/2017","    S0000-600024-10","0","0","1664.00","1664.00","0.00"
"479","1","            ","            ","QBF","          ","992","9","11","600","621","S    ","S00   ","94","286948","    S0000-992073","10","2017-LOE MAINT TEMP SERVICE   ","20","13.45","843.00","649.00","113.38","87.29","0.00","649.00","0.00","0.00","0.00","649.00","","","1/3/2017","12/22/2017","1/3/2017","12/22/2017","    S0000-992073-10","0","0","649.00","649.00","0.00"
"479","1","            ","            ","QBK","          ","992","9","11","600","621","S    ","S00   ","111","","    S0000-992074","10","2018-LOE TEMP SERVICE         ","20","0","6405.00","6405.00","0.00","0.00","0.00","6405.00","0.00","0.00","0.00","6405.00","","","1/2/2018","12/21/2018","1/2/2018","12/21/2018","    S0000-992074-10","0","0","6405.00","6405.00","0.00"
"479","1","            ","            ","QBK","          ","992","9","11","600","621","S    ","S00   ","94","","    S0000-992075","10","2018-LOE MAINT SERVICE        ","20","0","649.00","649.00","0.00","0.00","0.00","649.00","0.00","0.00","0.00","649.00","","","1/2/2018","12/21/2018","1/2/2018","12/21/2018","    S0000-992075-10","0","0","649.00","649.00","0.00"
"479","1","            ","            ","QCG","          ","992","9","11","600","621","S    ","S00   ","111","284704","    S0000-992094","10","Q4-2016 FIREWATCH             ","20","100","4480.00","4480.00","4480.00","4480.00","0.00","0.00","0.00","0.00","0.00","0.00","","","10/3/2016","12/23/2016","10/3/2016","12/23/2016","    S0000-992094-10","0","0","0.00","0.00","0.00"
"479","1","            ","            ","QCK","          ","992","9","11","600","621","S    ","S00   ","111","287191","    S0000-992095","10","2017-LOE SW FIREWATCH         ","20","15.66","2611.00","2611.00","408.88","408.88","0.00","599.00","0.00","0.00","0.00","599.00","","","1/3/2017","12/22/2017","1/3/2017","12/22/2017","    S0000-992095-10","0","0","612.00","612.00","-13.00"
"479","1","            ","            ","LSF","          ","994","9","8","600","621","S    ","S00   ","111","","    S0000-994013","10","SW CLEANING FOR LAUNCH        ","52","0","2625.00","2900.00","0.00","0.00","0.00","2625.00","0.00","0.00","0.00","2625.00","","","4/13/2018","5/10/2018","5/4/2018","6/7/2018","    S0000-994013-10","0","0","2625.00","2625.00","0.00"
"479","1","            ","            ","QGA","          ","994","9","11","600","647","S    ","S00   ","111","284753","    S0000-994014","10","Q4-2016 SW CLEANING           ","20","100","480.00","480.00","480.00","480.00","0.00","0.00","0.00","0.00","0.00","0.00","","","10/3/2016","12/23/2016","10/3/2016","12/23/2016","    S0000-994014-10","0","0","0.00","0.00","0.00"
"479","1","            ","            ","QGC","          ","994","9","11","600","621","S    ","S00   ","111","287194","    S0000-994015","10","2017-LOE SW CLEANING          ","20","15.66","1402.00","1402.00","219.55","219.55","0.00","706.00","0.00","0.00","0.00","706.00","","","1/3/2017","12/22/2017","1/3/2017","12/22/2017","    S0000-994015-10","0","0","721.00","721.00","-15.00"
"479","1","            ","            ","DPB","          ","622","6","1","621","621","E2L  ","E2L   ","2","287973","    E2L00-622004","10","E2L SUB 622 GRATING ASSYS     ","4","100","0.00","40.00","0.00","40.00","282.00","0.00","0.00","0.00","0.00","282.00","0.000 ","0.142 ","6/23/2016","7/5/2016","10/28/2016","1/31/2017","    E2L00-622004-10","280","0","151.00","431.00","-149.00"
"479","1","            ","            ","APV","          ","110","1","1","621","621","E2L  ","E2LS1 ","2","283204","    L9900-R00001","10","RWK-E2LS1-FIX SEAM            ","800","100","0.00","80.00","0.00","80.00","76.00","0.00","0.00","0.00","0.00","76.00","0.000 ","1.053 ","3/31/2016","4/22/2016","3/30/2016","8/22/2016","    L9900-R00001-10","76","0","0.00","76.00","0.00"
"479","1","            ","            ","AQP","          ","110","1","1","621","621","E2L  ","E2LS2 ","2","283225","    L9900-R00002","10","RWK-E2LS2-FIX SEAM            ","800","100","0.00","80.00","0.00","80.00","84.00","0.00","0.00","0.00","0.00","84.00","0.000 ","0.952 ","4/15/2016","5/3/2016","7/12/2016","10/21/2016","    L9900-R00002-10","84","0","0.00","84.00","0.00"
"479","1","            ","            ","BRT","          ","110","1","1","621","621","A1L  ","A1LS1 ","72","284595","    L9900-R00003","10","RWK-A1LS1-FAILED X-RAY        ","800","100","0.00","40.00","0.00","40.00","76.00","0.00","0.00","0.00","0.00","76.00","0.000 ","0.526 ","5/9/2016","5/23/2016","9/12/2016","10/17/2016","    L9900-R00003-10","76","0","0.00","76.00","0.00"
"479","1","            ","            ","DYH","          ","110","1","1","621","621","E2U  ","E2UD1 ","116","286060","    L9900-R00005","10","RWK-E2UD1-N01 PANEL           ","800","100","0.00","10.00","0.00","10.00","12.00","0.00","0.00","0.00","0.00","12.00","0.000 ","0.833 ","3/16/2016","3/31/2016","6/24/2016","11/30/2016","    L9900-R00005-10","12","0","0.00","12.00","0.00"
"479","1","            ","            ","AGA","          ","110","1","2","621","621","E1L  ","E1LB1 ","5","286069","    L9900-R00006","10","RWK-E1LB1-RELOCATE T          ","800","100","0.00","36.00","0.00","36.00","16.00","0.00","0.00","0.00","0.00","16.00","0.000 ","2.250 ","5/24/2016","7/12/2016","9/26/2016","1/25/2017","    L9900-R00006-10","16","0","0.00","16.00","0.00"
"479","1","            ","            ","ABH","          ","110","1","2","621","621","F3L  ","F3LD1 ","116","286152","    L9900-R00007","10","RWK-F3LD1-REPAIR DECK IWO SEAM","800","100","0.00","100.00","0.00","100.00","38.50","0.00","0.00","0.00","0.00","38.50","0.000 ","2.597 ","4/25/2016","5/13/2016","5/10/2016","12/1/2016","    L9900-R00007-10","38.5","0","0.00","38.50","0.00"
"479","1","            ","            ","BUE","          ","110","1","2","621","621","A1U  ","A1UD2 ","116","288364","    L9900-R00010","10","RWK-A1UD2-FLATTEN A1U DECK    ","800","100","0.00","150.00","0.00","150.00","275.00","0.00","0.00","0.00","0.00","275.00","0.000 ","0.545 ","1/31/2017","3/6/2017","1/16/2017","3/10/2017","    L9900-R00010-10","272","0","2.00","274.00","1.00"
"479","1","            ","            ","FFE","          ","167","1","1","621","621","S    ","S00   ","44","282094","    L9900-V00001","10","VEN-SW-MULTIPLE NONCONFORMING ","890","0","300.00","460.00","0.00","0.00","51.00","460.00","0.00","0.00","0.00","511.00","0.000 ","0.000 ","7/1/2016","11/1/2016","8/3/2016","4/19/2017","    L9900-V00001-10","51","0","460.00","511.00","0.00"
"479","1","            ","            ","DHD","105447","180","1","1","621","641","S    ","S00   ","1","281718","    L9900-X00014","10","105477 S2LE2 FAB/MOD D17 D18  ","2","100","0.00","4.00","0.00","4.00","2.50","0.00","0.00","0.00","0.00","2.50","0.000 ","1.600 ","6/9/2016","11/29/2016","6/9/2016","7/18/2017","    L9900-X00014-10","2.5","0","0.00","2.50","0.00"
"479","1","            ","            ","DYH","105545","110","1","1","621","641","E2U  ","E2U   ","1","282332","    L9900-X00016","10","105545 FAB E2U FDN PARTS      ","2","100","0.00","10.00","0.00","10.00","8.00","0.00","0.00","0.00","0.00","8.00","0.000 ","1.250 ","3/16/2016","3/31/2016","6/24/2016","11/30/2016","    L9900-X00016-10","8","0","0.00","8.00","0.00"
"479","1","            ","            ","CWM","105683","110","1","1","621","621","F2L  ","F2LD1 ","2","282362","    L9900-X00017","10","105683 F2LD1 FAB/INSTL NEW T  ","4","100","0.00","8.00","0.00","8.00","9.00","0.00","0.00","0.00","0.00","9.00","0.000 ","0.889 ","4/8/2016","4/25/2016","7/20/2016","11/29/2016","    L9900-X00017-10","9","0","0.00","9.00","0.00"
"479","1","            ","            ","CWM","105927","110","1","1","621","621","F2L  ","F2LD1 ","2","283153","    L9900-X00026","10","105927 F2L FAB N/C P/N 201    ","4","100","0.00","10.00","0.00","10.00","4.00","0.00","0.00","0.00","0.00","4.00","0.000 ","2.500 ","4/8/2016","4/25/2016","7/20/2016","11/29/2016","    L9900-X00026-10","4","0","0.00","4.00","0.00"
"479","1","            ","            ","DYP","FCN-005810","110","1","1","621","641","S1U  ","S1U   ","1","283341","    L9900-X00028","10","FCN-005810 S1U FAB FORM COAMNG","3","100","0.00","3.00","0.00","3.00","3.00","0.00","0.00","0.00","0.00","3.00","0.000 ","1.000 ","3/23/2016","4/14/2016","7/15/2016","10/17/2016","    L9900-X00028-10","3","0","0.00","3.00","0.00"
"479","1","            ","            ","CWM","105964","110","1","1","621","621","F2L  ","F2LD1 ","2","283547","    L9900-X00032","10","105964 F2LD1 FAB STRUCT PARTS ","4","100","0.00","10.00","0.00","10.00","13.00","0.00","0.00","0.00","0.00","13.00","0.000 ","0.769 ","4/8/2016","4/25/2016","7/20/2016","11/29/2016","    L9900-X00032-10","13","0","0.00","13.00","0.00"
"479","1","            ","            ","DYG","105972","110","1","1","621","641","E2L  ","E2L   ","2","283918","    L9900-X00033","10","105972 E2LB1 MDFY D29/D30     ","3","100","0.00","18.00","0.00","18.00","17.00","0.00","0.00","0.00","0.00","17.00","0.000 ","1.059 ","12/14/2015","1/11/2016","12/14/2015","1/4/2017","    L9900-X00033-10","17","0","0.00","17.00","0.00"
