"Project","Provider","CLIN","Effort","Activity","Control Account","ECP/REA","Change Code","Swbs","Group","SOC","Owning Org","Resource","Planning Unit","Sequence","FM","Work Order","Item","Op","Scope","Task","Progress","BAC","Estimate","BCWP to BAC","BCWP to Est","ACWP","ETC","Target","Provider Target","Provider ACWP","EAC","CPI BAC","CPI Est","Baseline Start","Baseline Finish","Forecast Start","Forecast Finish","Parent - Operation","Previous ACWP","Previous Provider ACWP","Previous ETC","Previous EAC","EAC Growth"
"483","1","            ","            ","WQH","1.31.3.1.1.FIN-PF                       ","          ","    ","897","8","13","201","515","900","900","0","944417","    L2010-000002","10","2017-LOE PFA SUPPORT          ","1579","25.7","1000.00","1000.00","257.00","257.00","326.22","825.00","0.00","0.00","0.00","1151.22","0.788 ","0.788 ","1/3/2017","12/22/2017","1/3/2017","12/22/2017","    L2010-000002-10","285.36","0","825","1110.36","40.86 "
"483","1","            ","            ","WQD","1.31.3.1.1.FIN-PF                       ","          ","    ","897","8","13","201","515","900","900","0","944416","    L2010-000001","10","2016-LOE PFA SUPPORT          ","1579","100","725.00","725.00","725.00","725.00","456.58","0.00","0.00","0.00","0.00","456.58","1.588 ","1.588 ","3/28/2016","12/23/2016","3/28/2016","12/23/2016","    L2010-000001-10","456.58","0","0","456.58","0.00 "
"483","1","            ","            ","WQL","1.31.3.1.1.FIN-PF                       ","          ","    ","897","8","13","201","515","900","900","0","944418","    L2010-000003","10","2018-LOE PFA SUPPORT          ","1579","0","1000.00","1000.00","0.00","0.00","0.00","1000.00","0.00","0.00","0.00","1000.00","","","1/2/2018","12/21/2018","1/2/2018","12/21/2018","    L2010-000003-10","0","0","1000","1000","0.00 "
"483","1","            ","            ","WQQ","1.31.3.1.1.FIN-PF                       ","          ","    ","897","8","13","201","515","900","900","0","944419","    L2010-000004","10","2019-LOE PFA SUPPORT          ","1579","0","1000.00","1000.00","0.00","0.00","0.00","1000.00","0.00","0.00","0.00","1000.00","","","1/2/2019","11/26/2019","1/2/2019","6/17/2020","    L2010-000004-10","0","0","1000","1000","0.00 "
"483","1","            ","            ","0","                                        ","          ","    ","897","8","20","201","515","900","900","0","944395","    L2010-990000","897","BUDGET FOR PFA                ","1598","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753","    L2010-990000-897","0","0","0","0","0.00 "
"","","","","","","","","","","","201 Total","","","","","","","","","","","3725.00","3725.00","982.00","982.00","782.80","2825.00","0.00","0.00","0.00","3607.80","","","","","","","","741.94","0","2825","3566.94","40.86 "
"483","1","            ","            ","WDH","1.31.3.1.2.PUR-AD                       ","          ","    ","980","9","13","301","301","900","900","0","944900","    L3000-000003","10","2017-LOE PURCHASING SUPPORT   ","3003","25.23","2050.00","2050.00","517.21","517.21","658.88","3925.00","0.00","0.00","0.00","4583.88","0.785 ","0.785 ","1/3/2017","12/22/2017","1/3/2017","12/22/2017","    L3000-000003-10","557.43","0","4052","4609.43","(25.55)"
"483","1","            ","            ","PUR","1.31.3.1.2.PUR-AD                       ","          ","    ","980","9","13","301","301","900","900","0","943124","    L3000-000001","10","2015-LOE LCS-23 LLM PROCUREMNT","3007","100","425.00","425.00","425.00","425.00","278.76","0.00","0.00","0.00","0.00","278.76","1.525 ","1.525 ","6/8/2015","12/23/2015","6/8/2015","12/23/2015","    L3000-000001-10","278.76","0","0","278.76","0.00 "
"483","1","            ","            ","WDD","1.31.3.1.2.PUR-AD                       ","          ","    ","980","9","13","301","301","900","900","0","944517","    L3000-000002","10","2016-LOE PURCHASING SUPPORT   ","3003","100","1680.00","2535.00","1680.00","2535.00","697.38","0.00","0.00","0.00","0.00","697.38","2.409 ","3.635 ","3/28/2016","12/23/2016","3/28/2016","12/23/2016","    L3000-000002-10","697.38","0","0","697.38","0.00 "
"483","1","            ","            ","WDL","1.31.3.1.2.PUR-AD                       ","          ","    ","980","9","13","301","301","900","900","0","944901","    L3000-000004","10","2018-LOE PURCHASING SUPPORT   ","3003","0","1194.00","1194.00","0.00","0.00","0.00","3694.00","0.00","0.00","0.00","3694.00","","","1/2/2018","12/21/2018","1/2/2018","12/21/2018","    L3000-000004-10","0","0","3694","3694","0.00 "
