"Project","Provider","CLIN","Effort","Activity","Control Account","ECP/REA","Change Code","Swbs","Group","SOC","Owning Org","Resource","Planning Unit","Sequence","FM","Work Order","Item","Op","Scope","Task","Progress","BAC","Estimate","BCWP to BAC","BCWP to Est","ACWP","ETC","Target","Provider Target","Provider ACWP","EAC","CPI BAC","CPI Est","Baseline Start","Baseline Finish","Forecast Start","Forecast Finish","Parent - Operation","Previous ACWP","Previous Provider ACWP","Previous ETC","Previous EAC","EAC Growth"
"485","1","            ","            ","WQH","1.34.3.1.1.FIN-PF                       ","          ","    ","897","8","13","201","515","900","900","0","945278","    L2010-000002","10","2017-LOE PFA SUPPORT          ","1579","35.74","1000.00","1000.00","357.40","357.40","349.75","780.00","0.00","0.00","0.00","1129.75","1.022 ","1.022 ","1/3/2017","12/22/2017","1/3/2017","12/22/2017","    L2010-000002-10","349.75","0","800","1149.75","(20.00)"
"485","1","            ","            ","WQD","1.34.3.1.1.FIN-PF                       ","          ","    ","897","8","13","201","515","900","900","0","945220","    L2010-000001","10","2016-LOE PFA SUPPORT          ","1579","100","400.00","400.00","400.00","400.00","224.48","0.00","0.00","0.00","0.00","224.48","1.782 ","1.782 ","8/1/2016","12/23/2016","8/1/2016","12/23/2016","    L2010-000001-10","224.48","0","0","224.48","0.00 "
"485","1","            ","            ","WQL","1.34.3.1.1.FIN-PF                       ","          ","    ","897","8","13","201","515","900","900","0","945280","    L2010-000003","10","2018-LOE PFA SUPPORT          ","1579","0","1000.00","1000.00","0.00","0.00","0.00","1500.00","0.00","0.00","0.00","1500.00","","","1/2/2018","12/21/2018","1/2/2018","12/21/2018","    L2010-000003-10","0","0","1500","1500","0.00 "
"485","1","            ","            ","WQQ","1.34.3.1.1.FIN-PF                       ","          ","    ","897","8","13","201","515","900","900","0","945281","    L2010-000004","10","2019-LOE PFA SUPPORT          ","1579","0","1000.00","1000.00","0.00","0.00","0.00","1500.00","0.00","0.00","0.00","1500.00","","","1/2/2019","12/23/2019","1/2/2019","12/23/2019","    L2010-000004-10","0","0","1500","1500","0.00 "
"485","1","            ","            ","WQR","1.34.3.1.1.FIN-PF                       ","          ","    ","897","8","13","201","515","900","900","0","945282","    L2010-000005","10","Q-FINAL PFA SUPPORT           ","1579","0","600.00","600.00","0.00","0.00","0.00","800.00","0.00","0.00","0.00","800.00","","","1/2/2020","8/6/2020","1/2/2020","8/6/2020","    L2010-000005-10","0","0","800","800","0.00 "
"485","1","            ","            ","0","                                        ","          ","    ","897","8","20","201","515","900","900","0","945168","    L2010-990000","897","BUDGET FOR PFA                ","1598","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753","    L2010-990000-897","0","0","0","0","0.00 "
"","","","","","","","","","","","201 Total","","","","","","","","","","","4000.00","4000.00","757.40","757.40","574.23","4580.00","0.00","0.00","0.00","5154.23","","","","","","","","574.23","0","4600","5174.23","(20.00)"
"485","1","            ","            ","WDH","1.34.3.1.2.PUR-AD                       ","          ","    ","980","9","13","301","301","900","900","0","945283","    L3000-000002","10","2017-LOE PURCHASING SUPPORT   ","3003","35.32","1850.00","1850.00","653.42","653.42","312.35","2620.00","0.00","0.00","0.00","2932.35","2.092 ","2.092 ","1/3/2017","12/22/2017","1/3/2017","12/22/2017","    L3000-000002-10","288.92","0","2640","2928.92","3.43 "
"485","1","            ","            ","WDD","1.34.3.1.2.PUR-AD                       ","          ","    ","980","9","13","301","301","900","900","0","945219","    L3000-000001","10","2016-LOE PURCHASING SUPPORT   ","3003","100","1680.00","1680.00","1680.00","1680.00","95.39","0.00","0.00","0.00","0.00","95.39","17.612 ","17.612 ","8/1/2016","12/23/2016","8/1/2016","12/23/2016","    L3000-000001-10","95.39","0","0","95.39","0.00 "
"485","1","            ","            ","WDL","1.34.3.1.2.PUR-AD                       ","          ","    ","980","9","13","301","301","900","900","0","945284","    L3000-000003","10","2018-LOE PURCHASING SUPPORT   ","3003","0","1194.00","1194.00","0.00","0.00","0.00","4000.00","0.00","0.00","0.00","4000.00","","","1/2/2018","12/21/2018","1/2/2018","12/21/2018","    L3000-000003-10","0","0","4000","4000","0.00 "
