"Project","Provider","CLIN","Effort","Activity","Control Account","ECP/REA","Change Code","Swbs","Group","SOC","Owning Org","Resource","Planning Unit","Sequence","FM","Work Order","Item","Op","Scope","Task","Progress","BAC","Estimate","BCWP to BAC","BCWP to Est","ACWP","ETC","Target","Provider Target","Provider ACWP","EAC","CPI BAC","CPI Est","Baseline Start","Baseline Finish","Forecast Start","Forecast Finish","Parent - Operation","Previous ACWP","Previous Provider ACWP","Previous ETC","Previous EAC","EAC Growth"
"485","1","            ","            ","WQH","1.34.3.1.1.FIN-PF                       ","          ","    ","897","8","13","201","515","900","900","0","945278","    L2010-000002","10","2017-LOE PFA SUPPORT          ","1579","25.7","1000.00","1000.00","257.00","257.00","286.74","800.00","0.00","0.00","0.00","1086.74","0.896 ","0.896 ","1/3/2017","12/22/2017","1/3/2017","12/22/2017","    L2010-000002-10","265.9","0","800","1065.9","20.84 "
"485","1","            ","            ","WQD","1.34.3.1.1.FIN-PF                       ","          ","    ","897","8","13","201","515","900","900","0","945220","    L2010-000001","10","2016-LOE PFA SUPPORT          ","1579","100","400.00","400.00","400.00","400.00","224.48","0.00","0.00","0.00","0.00","224.48","1.782 ","1.782 ","8/1/2016","12/23/2016","8/1/2016","12/23/2016","    L2010-000001-10","224.48","0","0","224.48","0.00 "
"485","1","            ","            ","WQL","1.34.3.1.1.FIN-PF                       ","          ","    ","897","8","13","201","515","900","900","0","945280","    L2010-000003","10","2018-LOE PFA SUPPORT          ","1579","0","1000.00","1000.00","0.00","0.00","0.00","1000.00","0.00","0.00","0.00","1000.00","","","1/2/2018","12/21/2018","1/2/2018","12/21/2018","    L2010-000003-10","0","0","1000","1000","0.00 "
"485","1","            ","            ","WQQ","1.34.3.1.1.FIN-PF                       ","          ","    ","897","8","13","201","515","900","900","0","945281","    L2010-000004","10","2019-LOE PFA SUPPORT          ","1579","0","1000.00","1000.00","0.00","0.00","0.00","1000.00","0.00","0.00","0.00","1000.00","","","1/2/2019","12/23/2019","1/2/2019","12/23/2019","    L2010-000004-10","0","0","1000","1000","0.00 "
"485","1","            ","            ","WQR","1.34.3.1.1.FIN-PF                       ","          ","    ","897","8","13","201","515","900","900","0","945282","    L2010-000005","10","Q-FINAL PFA SUPPORT           ","1579","0","600.00","600.00","0.00","0.00","0.00","600.00","0.00","0.00","0.00","600.00","","","1/2/2020","8/6/2020","1/2/2020","8/6/2020","    L2010-000005-10","0","0","600","600","0.00 "
"485","1","            ","            ","0","                                        ","          ","    ","897","8","20","201","515","900","900","0","945168","    L2010-990000","897","BUDGET FOR PFA                ","1598","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753","    L2010-990000-897","0","0","0","0","0.00 "
"","","","","","","","","","","","201 Total","","","","","","","","","","","4000.00","4000.00","657.00","657.00","511.22","3400.00","0.00","0.00","0.00","3911.22","","","","","","","","490.38","0","3400","3890.38","20.84 "
"485","1","            ","            ","WDH","1.34.3.1.2.PUR-AD                       ","          ","    ","980","9","13","301","301","900","900","0","945283","    L3000-000002","10","2017-LOE PURCHASING SUPPORT   ","3003","25.21","1850.00","1850.00","466.38","466.38","178.59","2745.00","0.00","0.00","0.00","2923.59","2.611 ","2.611 ","1/3/2017","12/22/2017","1/3/2017","12/22/2017","    L3000-000002-10","150.68","0","2774","2924.68","(1.09)"
"485","1","            ","            ","WDD","1.34.3.1.2.PUR-AD                       ","          ","    ","980","9","13","301","301","900","900","0","945219","    L3000-000001","10","2016-LOE PURCHASING SUPPORT   ","3003","100","1680.00","1680.00","1680.00","1680.00","95.39","0.00","0.00","0.00","0.00","95.39","17.612 ","17.612 ","8/1/2016","12/23/2016","8/1/2016","12/23/2016","    L3000-000001-10","95.39","0","0","95.39","0.00 "
"485","1","            ","            ","WDL","1.34.3.1.2.PUR-AD                       ","          ","    ","980","9","13","301","301","900","900","0","945284","    L3000-000003","10","2018-LOE PURCHASING SUPPORT   ","3003","0","1194.00","1194.00","0.00","0.00","0.00","4000.00","0.00","0.00","0.00","4000.00","","","1/2/2018","12/21/2018","1/2/2018","12/21/2018","    L3000-000003-10","0","0","4000","4000","0.00 "
"485","1","            ","            ","WDQ","1.34.3.1.2.PUR-AD                       ","          ","    ","980","9","13","301","301","900","900","0","945285","    L3000-000004","10","2019-LOE PURCHASING SUPPORT   ","3003","0","491.00","491.00","0.00","0.00","0.00","3000.00","0.00","0.00","0.00","3000.00","","","1/2/2019","12/23/2019","1/2/2019","12/23/2019","    L3000-000004-10","0","0","3000","3000","0.00 "
"485","1","            ","            ","WDT","1.34.3.1.2.PUR-AD                       ","          ","    ","980","9","13","301","301","900","900","0","945286","    L3000-000005","10","Q-FINAL PURCHASING SUPPORT    ","3003","0","200.00","200.00","0.00","0.00","0.00","1800.00","0.00","0.00","0.00","1800.00","","","1/2/2020","8/7/2020","1/2/2020","8/7/2020","    L3000-000005-10","0","0","1800","1800","0.00 "
"485","1","            ","            ","0","                                        ","          ","    ","980","9","20","301","301","900","900","0","945169","    L3000-990000","980","BUDGET FOR PURCHASING         ","3098","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753","    L3000-990000-980","0","0","0","0","0.00 "
"","","","","","","","","","","","301 Total","","","","","","","","","","","5415.00","5415.00","2146.38","2146.38","273.98","11545.00","0.00","0.00","0.00","11818.98","","","","","","","","246.07","0","11574","11820.07","(1.09)"
"485","1","            ","            ","WBH","1.34.3.1.6.PPC-AD                       ","          ","    ","813","8","13","350","350","900","900","0","945331","    L6500-000002","10","Q1-2017 LOE PP&C IMS          ","3010","100","0.00","260.00","0.00","260.00","241.71","0.00","0.00","0.00","0.00","241.71","0.000 ","1.076 ","1/3/2017","12/22/2017","1/3/2017","12/22/2017","    L6500-000002-10","224.4","0","19","243.4","(1.69)"
"485","1","            ","            ","WBH","1.34.3.1.6.PPC-AD                       ","          ","    ","813","8","13","350","350","900","900","0","945332","    L6500-000003","10","Q1-2017 LOE PP&C PRC          ","3013","100","0.00","130.00","0.00","130.00","128.24","0.00","0.00","0.00","0.00","128.24","0.000 ","1.014 ","1/3/2017","12/22/2017","1/3/2017","12/22/2017","    L6500-000003-10","105.81","0","9","114.81","13.43 "
"485","1","            ","            ","WBH","1.34.3.1.6.PPC-AD                       ","          ","    ","813","8","13","350","350","900","900","0","945333","    L6500-000004","10","Q1-2017 LOE PP&C SCM          ","3014","100","0.00","39.00","0.00","39.00","46.09","0.00","0.00","0.00","0.00","46.09","0.000 ","0.846 ","1/3/2017","12/22/2017","1/3/2017","12/22/2017","    L6500-000004-10","46.09","0","4","50.09","(4.00)"
"485","1","            ","            ","WBH","1.34.3.1.6.PPC-AD                       ","          ","    ","813","8","13","350","350","900","900","0","945334","    L6500-000005","10","Q1-2017 LOE PP&C TPG          ","3014","100","0.00","26.00","0.00","26.00","12.63","0.00","0.00","0.00","0.00","12.63","0.000 ","2.059 ","1/3/2017","12/22/2017","1/3/2017","12/22/2017","    L6500-000005-10","12.63","0","2","14.63","(2.00)"
"485","1","            ","            ","WBD","1.34.3.1.6.PPC-AD                       ","          ","    ","813","8","13","350","350","900","900","0","945215","    L6500-000001","10","2016-LOE PP&C SUPPORT         ","3014","100","436.00","436.00","436.00","436.00","278.50","0.00","0.00","0.00","0.00","278.50","1.566 ","1.566 ","8/1/2016","12/23/2016","8/1/2016","12/23/2016","    L6500-000001-10","278.5","0","0","278.5","0.00 "
"485","1","            ","            ","WBH","1.34.3.1.6.PPC-AD                       ","          ","    ","813","8","13","350","350","900","900","0","945335","    L6500-000006","10","Q2-2017 LOE PP&C IMS          ","3010","0","0.00","290.00","0.00","0.00","0.00","290.00","0.00","0.00","0.00","290.00","","","1/3/2017","12/22/2017","1/3/2017","12/22/2017","    L6500-000006-10","0","0","390","390","(100.00)"
"485","1","            ","            ","WBH","1.34.3.1.6.PPC-AD                       ","          ","    ","813","8","13","350","350","900","900","0","945336","    L6500-000007","10","Q2-2017 LOE PP&C PRC          ","3013","0","0.00","260.00","0.00","0.00","0.00","260.00","0.00","0.00","0.00","260.00","","","1/3/2017","12/22/2017","1/3/2017","12/22/2017","    L6500-000007-10","0","0","260","260","0.00 "
