"Buyer","Project","SWBS","Cont Supp","Item","Linked SPN","Description","Original SMOS  Qty","Remaining SMOS  Qty","In Yard Due Date","Lead time","Planned Order Date","UOM","Cust Item On Hand","Cust Item On Order","Cust Item Shortage","On Hold","Entered On Date","Last Mod Date","Last Price","Expected Amount"
"8017","481","169","      ","169-99-COCNG","SRV521-011500003","AUTHORIZED CHANGE           ","1","1","02/14/2017","123","10/14/2016"," LO   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8017","481","259","      ","259-06-00700","110601-000000001","DRILL ROD, 19/32 DIA, 3' LON","1","1","11/07/2016","240","03/12/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8017","481","665","      ","665-05-10007","SRV525-030600107","MATERIAL AND LABOR TO INSTAL","1","1","06/30/2016","123","02/28/2016"," LO   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8017","481","986","      ","986-01-TP016","580000-000000008","BELLOW ALIGN SP0OL, 1-1/2"", ","4","4","09/06/2016","123","05/06/2016"," EA   ","0","0","4"," No     ","02/11/2016","05/29/2017","0","0"
"8017","481","986","      ","986-01-TP017","580000-000000001","BELLOW ALIGN SP0OL, 3"", ALUM","2","2","09/06/2016","123","05/06/2016"," EA   ","0","0","2"," No     ","02/11/2016","05/29/2017","0","0"
"8017","481","986","      ","986-01-TP018","580000-000000002","BELLOW ALIGN SP0OL, 4"", ALUM","2","2","12/01/2016","123","07/31/2016"," EA   ","0","0","2"," No     ","02/11/2016","05/29/2017","0","0"
"8017","481","986","      ","986-01-TP019","580000-000000003","BELLOW ALIGN SP0OL, 5"", ALUM","4","4","09/06/2016","123","05/06/2016"," EA   ","0","0","4"," No     ","02/11/2016","05/29/2017","0","0"
"8017","481","986","      ","986-01-TP020","580000-000000004","BELLOW ALIGN SP0OL, 8"", ALUM","6","4","09/06/2016","123","05/06/2016"," EA   ","0","2","6"," No     ","02/11/2016","05/29/2017","0","0"
"8017","481","986","      ","986-01-TP021","580000-000000006","BELLOW ALIGN SP0OL, 10"", ALU","2","2","09/06/2016","123","05/06/2016"," EA   ","0","0","2"," No     ","02/11/2016","05/29/2017","0","0"
"8017","481","202","      ","202-01-00055-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","06/30/2016","60","05/01/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8017","481","202","      ","202-01-00056-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","06/30/2016","60","05/01/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8017","481","202","      ","202-01-00057-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","06/30/2016","60","05/01/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8018","481","167","      ","167-01-00100","728900-000000001","DEADBOLT, SLIDING, 1"" BOLT  ","2","0","06/30/2016","14","06/16/2016"," EA   ","0","2","2"," No     ","07/23/2015","05/29/2017","119.95","239.9"
"8018","481","439","      ","439-01-00036","382100000079-001","1:2 VGA HUB, GAFEN INC      ","1","1","06/30/2016","123","02/28/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","127","      ","127-01-25601","160200-000000003","TANK, MPDE, JACKET WATER    ","2","2","06/19/2017","123","02/16/2017"," EA   ","0","0","2"," No     ","07/23/2015","05/29/2017","5520.49","11040.98"
"8019","481","127","      ","127-01-26101","160200-000000004","TANK, SSDG FUEL SERVICE PORT","1","1","04/21/2017","23","03/29/2017"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","15640.44","15640.44"
"8019","481","127","      ","127-01-26102","160200-000000005","TANK, SSDG FUEL SERVICE     ","1","1","04/21/2017","23","03/29/2017"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","15640.44","15640.44"
"8019","481","127","      ","127-01-26103","160200-000000006","TANK, MAIN PROPULSION FUEL  ","2","2","06/19/2017","123","02/16/2017"," EA   ","0","0","2"," No     ","07/23/2015","05/29/2017","6353.38","12706.76"
"8019","481","127","      ","127-01-26201","160200-000000007","TANK, SSDG LUBE OIL STORAGE ","1","1","04/21/2017","23","03/29/2017"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","6544.46","6544.46"
"8019","481","150","      ","150-00-DC012","100407-000000001","DETACOUPLE/BIMETALLIC STRIP ","2100","980","06/30/2016","145","02/06/2016"," LF   ","528","544","1524"," No     ","07/23/2015","05/29/2017","1.6666","2539.8984"
"8019","481","150","      ","150-01-02205","SRV521-032800002","VENDOR SRVC, R&A MFG PROCURE","1","1","06/30/2016","123","02/28/2016"," LO   ","0","0","1"," No     ","08/07/2015","05/29/2017","2897.04","2897.04"
"8019","481","167","      ","167-01-00425","611102-000000028","RING, MH, RAISED, 15 X 23   ","17","16","06/30/2016","21","06/09/2016"," EA   ","11","0","6"," No     ","08/07/2015","05/29/2017","207.5","1245"
"8019","481","167","      ","167-01-00444","611102-000000025","RING, MH, FL, 15X18, HSLA,  ","6","6","06/30/2016","120","03/02/2016"," EA   ","4","0","2"," No     ","08/07/2015","05/29/2017","228.17","456.34"
"8019","481","167","      ","167-01-00474","610200-000000004","RING, AVHC, RAISED, 254MM DI","9","3","06/30/2016","45","05/16/2016"," EA   ","0","1","4"," No     ","08/07/2015","05/29/2017","88.43","353.72"
"8019","481","169","      ","169-02-00S99","610300-000000016","HANGER DOOR SUB ASSEMBLE:   ","1","1","02/14/2017","112","10/25/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","2625","2625"
"8019","481","180","      ","180-23-09T01","SRV521-030900109","SHIM, STBD GAS TURBINE      ","1","1","06/30/2016","123","02/28/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","180","      ","180-23-09T02","SRV521-030900110","SHIM, STBD GAS TURBINE      ","1","1","06/30/2016","123","02/28/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","180","      ","180-23-09T03","SRV521-030900111","SHIM, STBD GAS TURBINE      ","1","1","06/30/2016","123","02/28/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","180","      ","180-23-09T04","SRV521-030900112","SHIM, STBD GAS TURBINE      ","1","1","06/30/2016","123","02/28/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","180","      ","180-23-09T05","SRV521-030900113","SHIM, STBD GAS TURBINE      ","1","1","06/30/2016","123","02/28/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","180","      ","180-23-09T06","SRV521-030900114","SHIM, STBD GAS TURBINE      ","1","1","06/30/2016","123","02/28/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","180","      ","180-23-09T07","SRV521-030900115","SHIM, STBD GAS TURBINE      ","1","1","06/30/2016","123","02/28/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","180","      ","180-23-09T08","SRV521-030900116","SHIM, STBD GAS TURBINE      ","1","1","06/30/2016","123","02/28/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","180","      ","180-23-09T09","SRV521-030900117","SHIM, STBD GAS TURBINE      ","1","1","06/30/2016","123","02/28/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","180","      ","180-23-09T10","SRV521-030900118","SHIM, STBD GAS TURBINE      ","1","1","06/30/2016","123","02/28/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","180","      ","180-23-09T11","SRV521-030900119","SHIM, STBD GAS TURBINE      ","1","1","06/30/2016","123","02/28/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","180","      ","180-23-09T12","SRV521-030900120","SHIM, STBD GAS TURBINE      ","1","1","06/30/2016","123","02/28/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","180","      ","180-23-09T13","SRV521-030900121","SHIM, STBD GAS TURBINE      ","1","1","06/30/2016","123","02/28/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","180","      ","180-23-09T14","SRV521-030900122","SHIM, STBD GAS TURBINE      ","1","1","06/30/2016","123","02/28/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","180","      ","180-23-09T15","SRV521-030900123","SHIM, STBD GAS TURBINE      ","1","1","06/30/2016","123","02/28/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","180","      ","180-23-09T16","SRV521-030900124","SHIM, STBD GAS TURBINE      ","1","1","06/30/2016","123","02/28/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","180","      ","180-23-09T17","SRV521-030900125","SHIM, STBD GAS TURBINE      ","1","1","06/30/2016","123","02/28/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","180","      ","180-23-09T18","SRV521-030900126","SHIM, STBD GAS TURBINE      ","1","1","06/30/2016","123","02/28/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","180","      ","180-23-09T19","SRV521-030900127","SHIM, STBD GAS TURBINE      ","1","1","06/30/2016","123","02/28/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","180","      ","180-23-09T20","SRV521-030900128","SHIM, STBD GAS TURBINE      ","1","1","06/30/2016","123","02/28/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","180","      ","180-23-09T21","SRV521-030900129","SHIM, PORT GAS TURBINE      ","1","1","06/30/2016","123","02/28/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","180","      ","180-23-09T22","SRV521-030900130","SHIM, PORT GAS TURBINE      ","1","1","06/30/2016","123","02/28/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","180","      ","180-23-09T23","SRV521-030900131","SHIM, PORT GAS TURBINE      ","1","1","06/30/2016","123","02/28/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","180","      ","180-23-09T23","SRV521-030900131","SHIM, PORT GAS TURBINE      ","1","1","06/30/2016","123","02/28/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","180","      ","180-23-09T24","SRV521-030900132","SHIM, PORT GAS TURBINE      ","1","1","06/30/2016","123","02/28/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","180","      ","180-23-09T25","SRV521-030900133","SHIM, PORT GAS TURBINE      ","1","1","06/30/2016","123","02/28/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","180","      ","180-23-09T26","SRV521-030900134","SHIM, PORT GAS TURBINE      ","1","1","06/30/2016","123","02/28/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","180","      ","180-23-09T27","SRV521-030900135","SHIM, PORT GAS TURBINE      ","1","1","06/30/2016","123","02/28/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","180","      ","180-23-09T28","SRV521-030900136","SHIM, PORT GAS TURBINE      ","1","1","06/30/2016","123","02/28/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","180","      ","180-23-09T29","SRV521-030900137","SHIM, PORT GAS TURBINE      ","1","1","06/30/2016","123","02/28/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","180","      ","180-23-09T30","SRV521-030900138","SHIM, PORT GAS TURBINE      ","1","1","06/30/2016","123","02/28/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","180","      ","180-23-09T31","SRV521-030900139","SHIM, PORT GAS TURBINE      ","1","1","06/30/2016","123","02/28/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","180","      ","180-23-09T32","SRV521-030900140","SHIM, PORT GAS TURBINE      ","1","1","06/30/2016","123","02/28/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","180","      ","180-23-09T33","SRV521-030900141","SHIM, PORT GAS TURBINE      ","1","1","06/30/2016","123","02/28/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","180","      ","180-23-09T34","SRV521-030900142","SHIM, PORT GAS TURBINE      ","1","1","06/30/2016","123","02/28/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","180","      ","180-23-09T35","SRV521-030900143","SHIM, PORT GAS TURBINE      ","1","1","06/30/2016","123","02/28/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","180","      ","180-23-09T36","SRV521-030900144","SHIM, PORT GAS TURBINE      ","1","1","06/30/2016","123","02/28/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","180","      ","180-23-09T37","SRV521-030090141","SHIM, PORT GAS TURBINE      ","1","1","06/30/2016","123","02/28/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","180","      ","180-23-09T38","SRV521-030900145","SHIM, PORT GAS TURBINE      ","1","1","06/30/2016","123","02/28/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","180","      ","180-23-09T39","SRV521-030900146","SHIM, PORT GAS TURBINE      ","1","1","06/30/2016","123","02/28/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","180","      ","180-23-09T40","SRV521-030900147","SHIM, PORT GAS TURBINE      ","1","1","06/30/2016","123","02/28/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","180","      ","180-23-40001","SRV521-030900367","PLATE, SHIM, RESILIENT MOUNT","16","16","06/30/2016","180","01/02/2016"," EA   ","0","0","16"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","180","      ","180-24-0901S","SRV521-030900412","SHIM, GEAR CPLNG SHAFT BEARI","1","1","06/30/2016","30","05/31/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","180","      ","180-24-0902P","SRV521-030900413","SHIM, GEAR CPLNG SHAFT BEARI","1","1","06/30/2016","30","05/31/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","180","      ","180-24-0903S","SRV521-030900414","SHIM, GEAR CPLNG SHAFT BEARI","1","1","06/30/2016","30","05/31/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","180","      ","180-24-0904P","SRV521-030900415","SHIM, GEAR CPLNG SHAFT BEARI","1","1","06/30/2016","30","05/31/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","180","      ","180-24-0906P","SRV521-030900417","SHIM, GEAR CPLNG SHAFT BEARI","1","1","06/30/2016","30","05/31/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","180","      ","180-24-7026B","SRV521-030900572","SRVC, TO PROVIDE BEARING STU","1","1","06/30/2016","123","02/28/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","180","      ","180-24-M0001","SRV521-030900573","MACHINING, BEARING SHIMS    ","1","1","06/30/2016","123","02/28/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","180","      ","180-41-0700A","180206-000000001","SUB ASSY, BEARING, MACHINED ","1","1","06/30/2016","30","05/31/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","132.5","132.5"
"8019","481","180","      ","180-41-0701A","180206-000000002","SUB ASSY, BEARING, MACHINED ","1","1","06/30/2016","30","05/31/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","132.5","132.5"
"8019","481","180","      ","180-41-0714A","180206-000000003","SUB ASSY, BEARING, MACHINED ","1","1","06/30/2016","30","05/31/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","132.5","132.5"
"8019","481","180","      ","180-41-0715A","180206-000000004","SUB ASSY, BEARING, MACHINED ","1","1","06/30/2016","30","05/31/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","132.5","132.5"
"8019","481","180","      ","180-51-0702A","180206-000000005","SUB ASSY, BEARING, MACHINED ","1","0","06/30/2016","123","02/28/2016"," EA   ","0","1","1"," No     ","07/23/2015","05/29/2017","132.5","132.5"
"8019","481","180","      ","180-51-0703A","180206-000000006","SUB ASSY, BEARING, MACHINED ","1","0","06/30/2016","123","02/28/2016"," EA   ","0","1","1"," No     ","07/23/2015","05/29/2017","132.5","132.5"
"8019","481","180","      ","180-51-0704A","180206-000000007","SUB ASSY, BEARING, MACHINED ","1","0","06/30/2016","123","02/28/2016"," EA   ","0","1","1"," No     ","07/23/2015","05/29/2017","132.5","132.5"
"8019","481","180","      ","180-51-0707A","180206-000000008","SUB ASSY, BEARING, MACHINED ","1","0","06/30/2016","123","02/28/2016"," EA   ","0","1","1"," No     ","07/23/2015","05/29/2017","132.5","132.5"
"8019","481","180","      ","180-51-0708A","180206-000000009","SUB ASSY, BEARING, MACHINED ","1","0","06/30/2016","123","02/28/2016"," EA   ","0","1","1"," No     ","07/23/2015","05/29/2017","132.5","132.5"
"8019","481","180","      ","180-51-0709A","180206-000000010","SUB ASSY, BEARING, MACHINED ","1","0","06/30/2016","123","02/28/2016"," EA   ","0","1","1"," No     ","07/23/2015","05/29/2017","132.5","132.5"
"8019","481","180","      ","180-57-051TR","SRV521-030900662","SHIM, TRANSVERSE RAIL, VENDO","2","2","10/23/2017","123","06/22/2017"," EA   ","0","0","2"," No     ","09/21/2015","05/29/2017","0","0"
"8019","481","180","      ","180-57-K0001","SRV521-032200347","SHIM KIT, LR-HS, ROLLER BRCK","1","1","09/29/2016","56","08/04/2016"," EA   ","0","0","1"," No     ","03/08/2016","05/29/2017","0","0"
"8019","481","180","      ","180-57-K0002","SRV521-032200348","SHIM KIT, LR-HS, PIVOT BRCKT","1","1","09/29/2016","56","08/04/2016"," EA   ","0","0","1"," No     ","03/08/2016","05/29/2017","0","0"
"8019","481","180","      ","180-57-K0003","SRV521-032200349","SHIM KIT, LR-HS, PILLOW BLOC","1","1","09/29/2016","56","08/04/2016"," EA   ","0","0","1"," No     ","03/08/2016","05/29/2017","0","0"
"8019","481","180","      ","180-57-K0004","SRV521-032200350","SHIM KIT, LR-HS, PILLOW BLOC","1","1","09/29/2016","56","08/04/2016"," EA   ","0","0","1"," No     ","03/08/2016","05/29/2017","0","0"
"8019","481","180","      ","180-57-K0005","SRV521-032200351","SHIM KIT, LR-HS, DRIVE MOTOR","1","1","09/29/2016","56","08/04/2016"," EA   ","0","0","1"," No     ","03/08/2016","05/29/2017","0","0"
"8019","481","180","      ","180-57-K0006","SRV521-032200352","SHIM KIT, LR-HS, DRIVE MOTOR","1","1","09/29/2016","56","08/04/2016"," EA   ","0","0","1"," No     ","03/08/2016","05/29/2017","0","0"
"8019","481","180","      ","180-57-K0007","SRV521-032200353","SHIM KIT, LR-HS, HARD STOP  ","1","1","09/29/2016","56","08/04/2016"," EA   ","0","0","1"," No     ","03/08/2016","05/29/2017","0","0"
"8019","481","180","      ","180-57-K0008","SRV521-032200354","SHIM KIT, LR-HS, CHAIN TENSI","1","1","09/29/2016","56","08/04/2016"," EA   ","0","0","1"," No     ","03/08/2016","05/29/2017","0","0"
"8019","481","180","      ","180-57-K0009","SRV521-032200355","SHIM KIT, LR-HS, REMOVABLE  ","1","1","09/29/2016","56","08/04/2016"," EA   ","0","0","1"," No     ","03/08/2016","05/29/2017","0","0"
"8019","481","180","      ","180-57-K0010","SRV521-032200356","SHIM KIT, LR-HS, REMOVABLE  ","1","1","09/29/2016","56","08/04/2016"," EA   ","0","0","1"," No     ","03/08/2016","05/29/2017","0","0"
"8019","481","180","      ","180-57-K0011","SRV521-032200357","SHIM KIT, LR-HS, TRANSVERSE ","1","1","09/29/2016","56","08/04/2016"," EA   ","0","0","1"," No     ","03/08/2016","05/29/2017","0","0"
"8019","481","180","      ","180-57-PCKTR","SRV521-030500054","VNDR SRVC, SHIM PACK, LR & H","1","1","10/23/2017","30","09/23/2017"," EA   ","0","0","1"," No     ","09/21/2015","05/29/2017","0","0"
"8019","481","180","      ","180-61-0700A","180206-000000011","SUB ASSY, BEARING, MACHINED ","1","1","06/30/2016","30","05/31/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","132.5","132.5"
"8019","481","180","      ","180-61-0701A","180206-000000012","SUB ASSY, BEARING, MACHINED ","1","1","06/30/2016","30","05/31/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","132.5","132.5"
"8019","481","180","      ","180-61-0702A","180206-000000013","SUB ASSY, BEARING, MACHINED ","1","1","06/30/2016","30","05/31/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","132.5","132.5"
"8019","481","180","      ","180-61-0703A","180206-000000014","SUB ASSY, BEARING, MACHINED ","1","1","06/30/2016","30","05/31/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","132.5","132.5"
"8019","481","180","      ","180-61-0704A","180206-000000015","SUB ASSY, BEARING, MACHINED ","1","1","06/30/2016","30","05/31/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","132.5","132.5"
"8019","481","180","      ","180-61-0704A","180206-000000015","SUB ASSY, BEARING, MACHINED ","1","1","06/30/2016","30","05/31/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","132.5","132.5"
"8019","481","180","      ","180-61-0705A","180206-000000016","SUB ASSY, BEARING, MACHINED ","1","1","06/30/2016","30","05/31/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","132.5","132.5"
"8019","481","180","      ","180-61-0706A","180206-000000017","SUB ASSY, BEARING, MACHINED ","1","1","06/30/2016","30","05/31/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","132.5","132.5"
"8019","481","180","      ","180-61-0707A","180206-000000018","SUB ASSY, BEARING, MACHINED ","1","1","06/30/2016","30","05/31/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","132.5","132.5"
"8019","481","180","      ","180-61-0708A","180206-000000019","SUB ASSY, BEARING, MACHINED ","1","1","06/30/2016","30","05/31/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","132.5","132.5"
"8019","481","180","      ","180-61-0709A","180206-000000020","SUB ASSY, BEARING, MACHINED ","1","1","06/30/2016","30","05/31/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","132.5","132.5"
"8019","481","180","      ","180-63-0700A","180206-000000021","SUB ASSY, BEARING, MACHINED ","1","0","06/30/2016","30","05/31/2016"," EA   ","0","1","1"," No     ","07/23/2015","05/29/2017","132.5","132.5"
"8019","481","180","      ","180-63-0701A","180206-000000022","SUB ASSY, BEARING, MACHINED ","1","0","06/30/2016","30","05/31/2016"," EA   ","0","1","1"," No     ","07/23/2015","05/29/2017","132.5","132.5"
"8019","481","180","      ","180-63-0702A","180206-000000023","SUB ASSY, BEARING, MACHINED ","1","0","06/30/2016","30","05/31/2016"," EA   ","0","1","1"," No     ","07/23/2015","05/29/2017","132.5","132.5"
"8019","481","180","      ","180-63-0703A","180206-000000024","SUB ASSY, BEARING, MACHINED ","1","0","06/30/2016","30","05/31/2016"," EA   ","0","1","1"," No     ","07/23/2015","05/29/2017","132.5","132.5"
"8019","481","180","      ","180-63-0718A","180206-000000025","SUB ASSY, BEARING, MACHINED ","1","0","06/30/2016","30","05/31/2016"," EA   ","0","1","1"," No     ","07/23/2015","05/29/2017","132.5","132.5"
"8019","481","180","      ","180-63-0719A","180206-000000026","SUB ASSY, BEARING, MACHINED ","1","0","06/30/2016","30","05/31/2016"," EA   ","0","1","1"," No     ","07/23/2015","05/29/2017","132.5","132.5"
"8019","481","180","      ","180-94-00002","SRV521-030900782","SEAL MNT PLATE, BHD 45      ","2","2","06/30/2016","14","06/16/2016"," EA   ","0","0","2"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","180","      ","180-96-00003","SRV521-030900783","SEAL MNT PLATE, BHD 54 & BHD","6","6","06/30/2016","17","06/13/2016"," EA   ","0","0","6"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","180","      ","180-96-00004","SRV521-030900803","MAIN LUBE OIL PUMP BOLTING  ","1","1","11/14/2016","123","07/14/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/29/2017","180","180"
"8019","481","201","      ","201-A1-00001","180433-000000006","BASE, MOUNTING GUARD        ","16","16","06/30/2016","42","05/19/2016"," EA   ","0","0","16"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","243","      ","243-00-00002","SRV524-030900008","SERVICE, IN-PLACE MACHINING ","1","1","06/30/2016","123","02/28/2016"," EA   ","0","0","1"," No     ","05/24/2016","05/29/2017","0","0"
"8019","481","243","      ","243-05-VS001","SRV524-030300003","SERVICE, ROLL PARTS, 4 PARTS","1","1","10/28/2016","123","06/27/2016"," LO   ","0","0","1"," No     ","02/17/2016","05/29/2017","0","0"
"8019","481","247","      ","247-01-MS004","SRV524-030800010","SRVC, SHIM & BLUE FIT       ","1","1","11/14/2016","123","07/14/2016"," LO   ","0","0","1"," No     ","09/20/2016","05/29/2017","0","0"
"8019","481","251","      ","251-06-00210","806117-000000001","BACKING STRIP, 2""X1""X3/16"" T","32","32","07/03/2017","240","11/05/2016"," EA   ","0","0","32"," No     ","07/23/2015","05/29/2017","76.64","2452.48"
"8019","481","251","      ","251-06-00211","806117-000000002","BACKING STRIP, 2""X1""X3/16"" T","32","32","07/03/2017","240","11/05/2016"," EA   ","18","0","14"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","251","      ","251-06-00212","806117-000000003","BACKING STRIP, 2""X1""X3/16"" T","8","8","07/03/2017","240","11/05/2016"," EA   ","0","0","8"," No     ","07/23/2015","05/29/2017","79.01","632.08"
"8019","481","251","      ","251-06-00213","806117-000000004","BACKING STRIP, 2""X1""X3/16"" T","8","8","07/03/2017","240","11/05/2016"," EA   ","1","0","7"," No     ","07/23/2015","05/29/2017","79.02","553.14"
"8019","481","251","      ","251-06-00214","806117-000000005","BACKING STRIP, 2""X1""X3/16"" T","8","8","07/03/2017","240","11/05/2016"," EA   ","0","0","8"," No     ","07/23/2015","05/29/2017","104.31","834.48"
"8019","481","251","      ","251-06-00215","806117-000000006","BACKING STRIP, 2""X1""X3/16"" T","8","8","07/03/2017","240","11/05/2016"," EA   ","0","0","8"," No     ","07/23/2015","05/29/2017","35.44","283.52"
"8019","481","251","      ","251-06-00216","806117-000000007","BACKING STRIP, 2""X1""X3/16"" T","32","32","07/03/2017","240","11/05/2016"," EA   ","10","0","22"," No     ","07/23/2015","05/29/2017","76.38","1680.36"
"8019","481","251","      ","251-06-00217","806117-000000008","BACKING STRIP, 2""X1""X3/16"" T","32","32","07/03/2017","240","11/05/2016"," EA   ","0","0","32"," No     ","07/23/2015","05/29/2017","52.57","1682.24"
"8019","481","321","      ","321-02-00668","SRV526-030600022","SERVICE, VENDOR, TO REMOVE  ","1","1","06/30/2016","123","02/28/2016"," EA   ","0","0","1"," No     ","07/23/2015","05/29/2017","0","0"
"8019","481","505","      ","505-01-00119","   12-12E0301320","BAR, FLAT, 3/16"" x 1-1/4"" x ","2","2","06/30/2016","240","11/03/2015"," EA   ","0","0","2"," No     ","05/26/2017","05/29/2017","0","0"
