"Project","Provider","CLIN","Effort","Activity","ECP/REA","Swbs","Group","SOC","Owning Org","Resource","Planning Unit","Sequence","FM","Work Order","Item","Op","Scope","Task","Progress","BAC","Estimate","BCWP to BAC","BCWP to Est","ACWP","ETC","Target","Provider Target","Provider ACWP","EAC","CPI BAC","CPI Est","Baseline Start","Baseline Finish","Forecast Start","Forecast Finish","Parent - Operation","Previous ACWP","Previous Provider ACWP","Previous ETC","Previous EAC","EAC Growth"
"479","1","            ","            ","WQL","          ","897","8","13","201","515","900","900","0","941564","    L2010-000005","10","2017-LOE PFA SUPPORT          ","1579","15.66","1580.00","1580.00","247.43","247.43","328.92","1256.80","0.00","0.00","0.00","1585.72","0.752 ","0.752 ","1/3/2017","12/22/2017","1/3/2017","12/22/2017","    L2010-000005-10","271.4","0","1309","1580.4","5.32 "
"479","1","            ","            ","WQH","          ","897","8","13","201","515","900","900","0","941563","    L2010-000004","10","2016-LOE PFA SUPPORT          ","1579","100","1000.00","1000.00","1000.00","1000.00","1202.51","0.00","0.00","0.00","0.00","1202.51","0.832 ","0.832 ","1/4/2016","12/23/2016","1/4/2016","12/23/2016","    L2010-000004-10","1202.51","0","0","1202.51","0.00 "
"479","1","            ","            ","WQD","          ","897","8","13","201","515","900","900","0","941562","    L2010-000003","10","2015-LOE PFA SUPPORT          ","1579","100","772.00","772.00","772.00","772.00","828.06","0.00","0.00","0.00","0.00","828.06","0.932 ","0.932 ","1/2/2015","12/23/2015","1/2/2015","12/23/2015","    L2010-000003-10","828.06","0","0","828.06","0.00 "
"479","1","            ","            ","WQA","          ","897","8","13","201","515","900","900","0","941147","    L2010-000001","10","Q3-2014 PFA SUPPORT           ","1560","100","187.00","187.00","187.00","187.00","187.75","0.00","0.00","0.00","0.00","187.75","0.996 ","0.996 ","6/30/2014","9/26/2014","6/30/2014","9/26/2014","    L2010-000001-10","187.75","0","0","187.75","0.00 "
"479","1","            ","            ","WQC","          ","897","8","13","201","515","900","900","0","941561","    L2010-000002","10","Q4-2014 PFA SUPPORT           ","1579","100","75.00","75.00","75.00","75.00","74.49","0.00","0.00","0.00","0.00","74.49","1.007 ","1.007 ","9/29/2014","12/23/2014","9/29/2014","12/23/2014","    L2010-000002-10","74.49","0","0","74.49","0.00 "
"479","1","            ","            ","WQQ","          ","897","8","13","201","515","900","900","0","941565","    L2010-000006","10","2018-LOE PFA SUPPORT          ","1579","0","1560.00","1560.00","0.00","0.00","0.00","1560.00","0.00","0.00","0.00","1560.00","","","1/2/2018","12/21/2018","1/2/2018","12/21/2018","    L2010-000006-10","0","0","1560","1560","0.00 "
"479","1","            ","            ","WCS","          ","897","8","13","201","515","900","900","0","945728","    L2010-000007","10","Q-FINAL PFA SUPPORT           ","1579","0","500.00","500.00","0.00","0.00","0.00","500.00","0.00","0.00","0.00","500.00","","","1/2/2019","1/3/2019","1/2/2019","6/11/2019","    L2010-000007-10","0","0","500","500","0.00 "
"479","1","            ","            ","0","          ","897","8","20","201","515","900","900","0","941145","    L2010-990000","897","BUDGET FOR PFA                ","1598","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753","    L2010-990000-897","0","0","0","0","0.00 "
"479","1","            ","            ","888","          ","897","8","13","201","515","900","900","0","941545","    L6110-000003","10","Q4-2014 PFA SUPPORT           ","1579","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753","    L6110-000003-10","0","0","0","0","0.00 "
"","","","","","","","","","201 Total","","","","","","","","","","","5674.00","5674.00","2281.43","2281.43","2621.73","3316.80","0.00","0.00","0.00","5938.53","","","","","","","","2564.21","0","3369","5933.21","5.32 "
"479","1","            ","            ","WDL","          ","980","9","13","301","301","900","900","0","941182","    L3000-000005","10","2017-LOE PURCHASING SUPPORT   ","3007","15.66","1200.00","1200.00","187.92","187.92","653.56","3066.00","0.00","0.00","0.00","3719.56","0.288 ","0.288 ","1/3/2017","12/22/2017","1/3/2017","12/22/2017","    L3000-000005-10","579.29","0","3158","3737.29","(17.73)"
"479","1","            ","            ","WDH","          ","980","9","13","301","301","900","900","0","941181","    L3000-000004","10","2016-LOE PURCHASING SUPPORT   ","3007","100","1902.00","1902.00","1902.00","1902.00","3162.27","0.00","0.00","0.00","0.00","3162.27","0.601 ","0.601 ","1/4/2016","12/23/2016","1/4/2016","12/23/2016","    L3000-000004-10","3162.27","0","0","3162.27","0.00 "
"479","1","            ","            ","WDD","          ","980","9","13","301","301","900","900","0","941180","    L3000-000003","10","2015-LOE PURCHASING SUPPORT   ","3007","100","1600.00","1600.00","1600.00","1600.00","2195.35","0.00","0.00","0.00","0.00","2195.35","0.729 ","0.729 ","1/2/2015","12/23/2015","1/2/2015","12/23/2015","    L3000-000003-10","2195.35","0","0","2195.35","0.00 "
"479","1","            ","            ","WDC","          ","980","9","13","301","301","900","900","0","941148","    L3000-000002","10","Q4-2014 PURCHASING SUPPORT    ","3007","100","150.00","150.00","150.00","150.00","117.62","0.00","0.00","0.00","0.00","117.62","1.275 ","1.275 ","9/29/2014","12/23/2014","9/29/2014","12/23/2014","    L3000-000002-10","117.62","0","0","117.62","0.00 "
"479","1","            ","            ","WDB","          ","980","9","13","301","301","900","900","0","941143","    L3000-000001","10","Q3-2014 PURCHASING SUPPORT    ","3007","100","175.00","175.00","175.00","175.00","74.39","0.00","0.00","0.00","0.00","74.39","2.352 ","2.352 ","6/30/2014","9/26/2014","6/30/2014","9/26/2014","    L3000-000001-10","74.39","0","0","74.39","0.00 "
"479","1","            ","            ","WDD","PCW 886   ","980","9","13","301","301","900","PCW886","0","942892","    L3000-000008","10","2015-LOE PUCH SUPPORT PCW 886 ","3007","100","173.00","173.00","173.00","173.00","43.95","0.00","0.00","0.00","0.00","43.95","3.936 ","3.936 ","1/2/2015","12/23/2015","1/2/2015","12/23/2015","    L3000-000008-10","43.95","0","0","43.95","0.00 "
"479","1","            ","            ","WDH","PCW 886   ","980","9","13","301","301","900","PCW886","0","942893","    L3000-000009","10","2016-LOE PUCH SUPPORT PCW 886 ","3007","100","256.00","256.00","256.00","256.00","1.42","0.00","0.00","0.00","0.00","1.42","180.282 ","180.282 ","1/4/2016","12/23/2016","1/4/2016","12/23/2016","    L3000-000009-10","1.42","0","0","1.42","0.00 "
